Item_ID,Item_Name,Category,Size,Quantity_Available,Profit_Per_Unit,Branches_Stocked_In
H&-0935,Basic Top,Tops,L,369,15.47,5
H&-0936,Basic Outerwea,Outerwear,L,60,34.13,12
H&-0937,Classic Bottom,Bottoms,XS,364,20.68,12
H&-0938,Essential Shoe,Shoes,XS,333,8.93,4
H&-0939,Classic Top,Tops,XL,130,6.09,14
H&-0940,Essential Dresse,Dresses,M,277,6.44,4
H&-0941,Classic Shoe,Shoes,S,67,44.15,1
H&-0942,Essential Shoe,Shoes,XS,73,28.82,15
H&-0943,Essential Accessorie,Accessories,XS,386,25.18,12
H&-0944,Basic Top,Tops,L,305,21.37,6
H&-0945,Essential Bottom,Bottoms,XL,254,18.95,10
H&-0946,Essential Top,Tops,L,402,31.78,6
H&-0947,Classic Dresse,Dresses,M,96,49.07,6
H&-0948,Essential Bottom,Bottoms,XL,81,24.11,6
H&-0949,Trendy Shoe,Shoes,XS,462,14.52,6
H&-0950,Basic Dresse,Dresses,XS,100,33.12,4
H&-0951,Essential Shoe,Shoes,XL,138,11.98,10
H&-0952,Trendy Dresse,Dresses,XS,499,43.4,2
H&-0953,Trendy Bottom,Bottoms,XL,463,44.1,13
H&-0954,Essential Accessorie,Accessories,XL,469,29.64,9
H&-0955,Essential Outerwea,Outerwear,XS,404,45.75,12
H&-0956,Basic Shoe,Shoes,XL,276,13,8
H&-0957,Basic Accessorie,Accessories,S,12,8.15,6
H&-0958,Basic Top,Tops,XS,244,18.92,4
H&-0959,Classic Shoe,Shoes,XS,351,36.23,11
H&-0960,Trendy Top,Tops,M,339,11.07,1
H&-0961,Classic Bottom,Bottoms,XL,459,5.7,12
H&-0962,Trendy Dresse,Dresses,L,180,43.03,8
H&-0963,Classic Accessorie,Accessories,S,400,25.51,12
H&-0964,Classic Bottom,Bottoms,M,490,22.78,2
H&-0965,Basic Top,Tops,XL,71,30.17,8
H&-0966,Trendy Outerwea,Outerwear,XL,312,8.52,12
H&-0967,Classic Outerwea,Outerwear,S,427,33.03,4
H&-0968,Basic Shoe,Shoes,XL,334,14.06,5
H&-0969,Trendy Shoe,Shoes,L,336,39,10
H&-0970,Classic Shoe,Shoes,M,132,10.9,15
H&-0971,Essential Dresse,Dresses,L,82,48.38,5
H&-0972,Essential Top,Tops,S,448,18.17,14
H&-0973,Essential Outerwea,Outerwear,L,17,20.02,13
H&-0974,Trendy Top,Tops,XS,316,36.76,9
H&-0975,Classic Dresse,Dresses,L,319,24.49,8
H&-0976,Essential Outerwea,Outerwear,M,365,22.32,2
H&-0977,Essential Outerwea,Outerwear,L,239,24.74,8
H&-0978,Basic Outerwea,Outerwear,M,106,49.47,1
H&-0979,Essential Dresse,Dresses,XS,71,31.07,4
H&-0980,Basic Accessorie,Accessories,L,487,30.6,11
H&-0981,Essential Dresse,Dresses,S,254,30.51,2
H&-0982,Basic Top,Tops,L,160,35.3,4
H&-0983,Essential Outerwea,Outerwear,L,150,44.67,2
H&-0984,Classic Shoe,Shoes,L,354,31.98,4
H&-0985,Basic Accessorie,Accessories,L,236,44.28,5
H&-0986,Essential Accessorie,Accessories,S,125,20.08,10
H&-0987,Trendy Top,Tops,S,384,13.44,3
H&-0988,Essential Top,Tops,XL,463,33.35,9
H&-0989,Classic Outerwea,Outerwear,XS,194,38.99,8
H&-0990,Trendy Shoe,Shoes,S,285,25.56,2
H&-0991,Trendy Top,Tops,M,104,42.97,4
H&-0992,Essential Bottom,Bottoms,S,322,47.01,5
H&-0993,Essential Top,Tops,XS,21,44.15,12
H&-0994,Essential Shoe,Shoes,S,488,33.97,14
H&-0995,Essential Shoe,Shoes,M,179,40.17,7
H&-0996,Basic Bottom,Bottoms,L,111,17.75,2
H&-0997,Essential Dresse,Dresses,XL,9,49.18,15
H&-0998,Essential Bottom,Bottoms,XL,139,9.7,5
H&-0999,Basic Outerwea,Outerwear,XS,315,14.29,10
H&-1000,Trendy Top,Tops,L,313,38.87,9
